,id,rated,turns,victory_status,winner,increment_code,white_id,white_rating,black_id,black_rating,moves,opening_eco,opening_name,opening_ply,game_time
10,E9N9iAlK,False,38,resign,black,15+8,maximillian_08,2020,vladimirzozulya1500,1938,Nf3 d5 c4 Bg4 cxd5 Bxf3 gxf3 Qxd5 Nc3 Qh5 Qb3 b6 Bg2 e6 d3 Nf6 O-O Bd6 f4 c6 Be3 Nd5 Nxd5 exd5 Qc3 O-O Bd4 f6 e3 c5 Bxf6 Rxf6 e4 Rh6 h3 Rg6 e5 Qxh3,A09,Reti Opening,3,10000000
11,LUaOtNZB,True,73,mate,white,10+0,trescali,1474,oguzkagangurer,1621,e4 c5 Bc4 Nc6 Nc3 Nf6 d3 g6 Nf3 Bg7 a3 O-O h3 d6 Bf4 Bd7 O-O a6 d4 cxd4 Nxd4 Nxd4 Qxd4 e5 Bxe5 dxe5 Qxe5 Re8 Qf4 Be6 Bd3 Nh5 Qe3 Qc7 g4 Nf6 e5 Nd5 Qe2 Qxe5 Be4 Nf4 Qf3 Bf8 Rae1 Rab8 Bc6 Qc7 Bxe8 Rxe8 Ne4 Bd5 Nf6+ Kh8 Nxd5 Nxd5 Rxe8 Qd6 Rd1 Kg7 Rxd5 Qc7 Qc3+ Kg8 Qxc7 Kg7 Qxb7 h6 Rdd8 Bc5 Rg8+ Kh7 Qxf7#,B20,Sicilian Defense: Bowdler Attack,3,926345
12,qCmTWffu,True,55,mate,white,10+0,networkchess2,1940,tatianelongato,1847,d4 c6 Nf3 d5 c4 Nf6 Bg5 e6 e3 Be7 Nc3 O-O Bd3 dxc4 Bxc4 b5 Bd3 b4 Ne2 a5 O-O Nd5 Bxe7 Qxe7 Rc1 Ba6 Bxa6 Rxa6 Qd3 Rc8 e4 Nc7 Nf4 Ra7 Ne5 Nb5 Qxb5 f6 Nxc6 Rxc6 Qxb8+ Kf7 Rxc6 g5 Nxe6 Rb7 Qh8 Kg6 Nf8+ Kh6 Rxf6+ Kh5 f3 h6 Qxh6#,D11,Slav Defense: Bonet Gambit,7,282460
13,DveJsZHo,True,24,resign,black,5+8,sammy111,1928,isaackg,1879,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nxd4 Qxd4 b6 Bc4 Bb7 O-O e6 Be3 Bc5 Nc3 Bxd4 Bxd4 Nf6 Bxf6 Qxf6 f4 Qe7,B32,Sicilian Defense: Open #3,7,85273
14,QcDhDlEc,True,44,mate,black,10+10,flashundtibbers,1454,blforzainter,1260,e4 e5 Nf3 Nc6 Nc3 Nf6 Bb5 a6 Ba4 Bc5 O-O O-O d3 d5 Bg5 Ne7 Bxf6 gxf6 a3 d4 Ne2 Nc6 Bxc6 bxc6 c3 f5 cxd4 exd4 e5 f6 exf6 Qxf6 Qb3+ Be6 Qc2 Rf7 Qxc5 Rg7 Qxc6 Rc8 Qxa6 Qg6 Ne5 Qxg2#,C77,Ruy Lopez: Morphy Defense |  Tarrasch Variation,9,485417
15,O9e3Nnvb,True,39,resign,white,10+0,chessdude88,1428,noobdude,1659,e4 e5 Nf3 Nc6 Bb5 a6 Bxc6 bxc6 Nxe5 Bd6 Qh5 Qf6 d4 Bxe5 Qxe5+ Qxe5 dxe5 d6 exd6 cxd6 Bf4 Ke7 O-O Bb7 Rd1 Rd8 Nc3 Nf6 e5 dxe5 Rxd8 Rxd8 Bxe5 Rd2 Re1 a5 Bf4+ Kf8 Bxd2,C68,Ruy Lopez: Exchange Variation |  Lutikov Variation,8,276104
16,OWWFwZ6r,True,33,draw,draw,20+13,jeremi,1375,steelviper,1500,e4 Nf6 Nc3 d5 exd5 Nxd5 Nxd5 Qxd5 Nf3 Nc6 h3 e5 d3 Bc5 Be2 O-O O-O a6 Nh2 Qd6 Bf3 Be6 Rfe1 f6 a3 Bb6 b4 a5 Bd2 axb4 Bxc6 bxc6 Bxb4,B02,Alekhine Defense: Scandinavian Variation,4,708408
17,Xwajy8oY,True,60,resign,white,7+5,1240100948,1662,shaariibuu,1408,d4 e5 dxe5 Qe7 Nf3 Qb4+ Nbd2 a5 c3 Qb5 e3 Qd5 Bc4 Qc5 O-O a4 a3 b5 Be2 Ba6 Ne4 Qb6 Nd4 b4 Bxa6 Nxa6 cxb4 c5 bxc5 Nxc5 Nxc5 Bxc5 Nf3 Nh6 Qd5 O-O Rd1 Ng4 h3 Nh6 Rb1 Nf5 Bd2 Ne7 Qd3 g6 Bc3 Nf5 Qd2 Bxe3 fxe3 Nxe3 Bd4 Qb3 Qxe3 Rfc8 Qh6 Qc2 Ng5 Qxd1+,A40,Englund Gambit,2,562437
18,KN2nh52B,True,117,mate,white,10+0,yura01061977,1666,jeepitou,1626,e4 d6 Nf3 Nf6 Nc3 g6 d3 Bg7 g3 O-O Bg2 Nc6 O-O e5 Bg5 Be6 Nd5 Nb8 Qd2 Re8 Bh6 Bh8 Ng5 Nxd5 exd5 f5 dxe6 f4 Nf7 Qe7 Bd5 Bf6 Bxb7 Qxe6 Ng5 Bxg5 Bxg5 Nd7 Bxa8 Rxa8 Qc3 Rc8 Qc4 Qxc4 dxc4 Nc5 gxf4 Ne4 Bh6 Nd2 fxe5 Nxf1 Kxf1 dxe5 Rd1 c5 Rd7 a6 Rg7+ Kh8 Re7 g5 Rxe5 Rc6 Bxg5 Rg6 h4 Kg7 Re7+ Kf8 Ra7 h6 Ra8+ Kf7 Ra7+ Kf8 Be7+ Ke8 Bxc5 Rc6 Ra8+ Kd7 Be3 Rxc4 Rxa6 Rxc2 Bxh6 Rxb2 Be3 Rb4 h5 Rh4 h6 Ke8 Ra7 Kf8 a4 Ke8 a5 Kf8 a6 Ra4 h7 Rh4 Rb7 Rh1+ Kg2 Rxh7 Rxh7 Kg8 Rd7 Kf8 a7 Ke8 Rh7 Kd8 a8=R#,B07,Pirc Defense #4,2,496290
19,7zKhoCzQ,True,40,resign,black,5+5,peaopreto,1291,tjwds,1471,e4 e5 Nf3 Nc6 Bb5 Nf6 Bxc6 dxc6 Nxe5 Qe7 d4 Nxe4 Qe2 f6 Qxe4 fxe5 dxe5 g6 f3 Bf5 Qf4 Bxc2 O-O O-O-O Na3 Bd3 Rd1 Qc5+ Be3 Qe7 Bxa7 b6 Rd2 Bg7 Qa4 Qc5+ Kh1 Bxe5 Qa6+ Bxa6,C65,Ruy Lopez: Berlin Defense #2,6,335626
20,ZKjUaBUK,True,2,resign,white,180+180,chiggen,1356,drakon1,913,e3 d6,A00,Van't Kruijs Opening,1,3909
21,UEj6oJlJ,False,58,resign,black,10+0,tux09,1536,joniwarrior,1500,e4 c5 Nf3 Nc6 Bc4 h6 O-O Nf6 d3 Nd4 c3 Nxf3+ Qxf3 Qc7 h3 e6 Bf4 Bd6 e5 Bxe5 Bxe5 Qxe5 Re1 Qg5 Na3 d5 Bb5+ Bd7 Bxd7+ Nxd7 Nb5 O-O b4 Ne5 Qe2 a6 Nd6 c4 d4 Nd3 Red1 Nf4 Qg4 Qxg4 hxg4 f5 gxf5 exf5 Nxb7 Ne2+ Kh1 Nxc3 Rdc1 Ne2 Rcb1 Nxd4 b5 Nxb5,B30,Sicilian Defense: Old Sicilian,4,564360
22,YwAWtovY,False,24,resign,white,15+0,zher0,1709,shaeila89,1384,e4 e6 d4 d5 Nc3 c5 e5 Nc6 dxc5 Bxc5 Nf3 Qb6 Qe2 Bxf2+ Qxf2 Qxf2+ Kxf2 Nb4 a3 Nxc2 Rb1 f6 Bd3 Nd4,C10,French Defense: Marshall Variation,6,1171414
23,kCAaN0aX,True,57,mate,white,15+0,lusert,1314,davidc87,1398,d4 b6 c4 Nf6 Bf4 d6 e3 e5 dxe5 dxe5 Qxd8+ Kxd8 Bxe5 Bb4+ Bc3 Bd6 Nd2 Nc6 O-O-O Bf5 Nb3 Re8 c5 Bg4 f3 Be6 Bxf6+ gxf6 cxd6 Bxb3 axb3 cxd6 Rxd6+ Kc7 Rxf6 Rxe3 Ba6 Re1+ Kc2 Nd4+ Kd2 Rb1 Rxf7+ Kc6 Bb7+ Kb5 Bxa8 Rxb2+ Kc3 Rxb3+ Kxd4 Rb4+ Kd5 a5 Ra7 a4 Bc6#,A50,Queen's Indian Accelerated,4,916072
24,X4ZYw4g1,True,20,resign,black,5+5,ura81,1571,khemar,1897,e4 e6 d4 d5 Nc3 Nf6 e5 Nfd7 Nf3 c5 Bf4 Nc6 b3 cxd4 Nxd4 Bb4 Qd2 Qa5 Nxc6 bxc6,C11,French Defense: Classical Variation |  Steinitz Variation,7,124082
25,SihLByhR,True,78,resign,black,3+8,poblet,1716,chessed321,1464,e4 e5 Nf3 Nc6 Bc4 d6 d4 exd4 O-O Bg4 a3 Bxf3 Qxf3 Nf6 Qb3 Na5 Qb5+ c6 Qb4 Nxc4 Qxc4 d5 exd5 Qxd5 Re1+ Be7 Nd2 Qxc4 Nxc4 O-O Rxe7 Rfe8 Rxe8+ Rxe8 Bg5 h6 Bxf6 gxf6 Kf1 b5 Nd2 c5 Re1 Rd8 f3 c4 Kf2 f5 g3 a6 Re5 f4 g4 Rd6 h4 f6 Rf5 d3 c3 Kf7 Rxf4 Re6 Re4 Rd6 Ke3 Rc6 Kd4 Rd6+ Kc5 Rd8 f4 Rg8 f5 h5 Rd4 hxg4 Rd8 Rxd8,C50,Italian Game,5,896284
26,0g91ENS0,False,73,resign,white,20+0,radar_1652,1500,flafel26,1587,e4 c5 Nf3 Nc6 Bb5 Nf6 Bxc6 bxc6 e5 Ng4 h3 Nxe5 Nxe5 d6 Nd3 c4 Nf4 g5 Ne2 Bg7 c3 Bb7 d4 c5 Bxg5 Bxg2 Rg1 Bxh3 dxc5 d5 Nd4 h6 Nc6 Qc7 Bxe7 Qxc6 Bd6 Rg8 Qe2+ Kd7 Qe7+ Kc8 Qxf7 Bxc3+ Nxc3 Rxg1+ Ke2 Bg4+ f3 Bxf3+ Kxf3 Rxa1 Nb5 d4+ Ke2 Qg2+ Qf2 Qxf2+ Kxf2 d3 Ke3 Re1+ Kd2 Re6 Nc7 Rxd6 Nxa8 Kb7 cxd6 Kxa8 d7 Kb8 d8=Q+,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,5,598503
27,Wue3sNJ6,True,149,outoftime,white,10+0,hatem60010,1421,leatherback,1468,e4 e6 Nf3 d5 d4 dxe4 Ng5 Nf6 Qe2 Nc6 Be3 Be7 c3 O-O Bd2 Qd5 Nxe4 Nxe4 Qc4 Qxc4 Bxc4 Nxd2 Nxd2 Rd8 O-O Na5 Bb5 c5 Rad1 cxd4 cxd4 Bf6 Nf3 a6 Be2 b5 b4 Nc6 Rc1 Nxd4 Nxd4 Bxd4 Rc7 g6 Rd1 e5 Kf1 Bf5 g4 Be4 f3 Bd5 f4 exf4 Rxd4 Bxa2 Rxf4 Rd2 Rf2 Bc4 Bxc4 bxc4 Rfxf7 Rd1+ Kg2 Rd2+ Kh3 Rd3+ Kh4 c3 Rg7+ Kf8 Rxh7 Kg8 Rcg7+ Kf8 Rf7+ Kg8 Rhg7+ Kh8 Rc7 c2 Rxg6 Rg8 Rgc6 Rg7 Rxc2 Rh7+ Kg5 Rd5+ Kg6 Rd6+ Kg5 Rg7+ Kf5 Rxc7 Rxc7 Rh6 Rc8+ Kg7 Rc7+ Kf8 Kg5 Rxh2 Kf6 Rf2+ Ke6 Re2+ Kf5 Rf2+ Kg5 Rb2 Rc4 Kf7 Kf5 Ke7 g5 Kf7 g6+ Kg7 Rc7+ Kg8 g7 Rxb4 Kf6 Rb6+ Kg5 Rb5+ Kg6 Rb6+ Kf5 Rb5+ Ke6 Rb6+ Kd5 Rb5+ Kc6 Rg5 Kb6 a5 Kc6 a4 Kd6 a3 Ra7 a2 Rxa2 Rxg7 Ra8+,C01,French Defense: Perseus Gambit,5,1235911
28,tUOZivwN,True,65,resign,white,8+2,khemar,1909,pparla,1406,d4 d5 Nf3 Nc6 Bf4 Nf6 c3 Bg4 Nbd2 h6 h3 Bxf3 Nxf3 Nh5 Bh2 e6 e3 Bd6 Bb5 O-O Bxc6 bxc6 Ne5 Bxe5 Qxh5 Bd6 Bxd6 Qxd6 g4 c5 g5 hxg5 Qxg5 f6 Qg6 cxd4 Rg1 Rf7 exd4 Qh2 Qg3 Qxg3 Rxg3 Rb8 b3 a6 Ke2 f5 f4 Rf6 Rag1 Rf7 Rg6 Re8 h4 Kh7 h5 Rf6 Rxg7+ Kh6 Rxc7 Kxh5 Rcg7 Kh6 R7g5,D02,Queen's Pawn Game: Chigorin Variation,4,364751
29,diDbOfF7,True,15,resign,white,15+0,rezasamimifar1380,1576,austindecoder,910,e3 g5 h4 gxh4 Rxh4 Nf6 b3 Rhg8 Bb2 Rg5 Qf3 e5 Nh3 Qe7 Nxg5,A00,Van't Kruijs Opening,1,306232
30,RchXwB9Y,True,33,resign,white,180+180,reza_zabihie,1908,towhen,1479,e4 e5 d3 d6 c4 c5 Nc3 Nc6 f4 f5 fxe5 fxe4 dxe4 dxe5 Qxd8+ Kxd8 Nf3 Nf6 Ng5 Ke7 Nd5+ Ke8 Nc7+ Kd7 Nxa8 Ng4 h3 Ne3 Bxe3 Kd6 Nf7+ Ke7 Nxh8,C20,King's Pawn Game: Leonardis Variation,3,887364
31,2hGmmMjh,False,40,resign,black,60+0,thefrenchtactics,1365,mostafaflower,1881,e4 e5 Bc4 Nc6 Nf3 Bc5 b4 Bxb4 c3 Bc5 d4 exd4 cxd4 Bb4+ Bd2 Nge7 Bxb4 Nxb4 O-O O-O Nc3 d5 Nxd5 Nexd5 exd5 Nxd5 Ne5 Be6 Re1 Qg5 Rc1 c6 h3 Bxh3 Kf1 Qxg2+ Ke2 Qe4+ Kd2 Qxd4+,C51,Italian Game: Evans Gambit |  Harding Variation,15,335496
32,BDMZoMQC,True,9,mate,white,10+0,ttfer_1521,1476,element4life,1173,e4 e5 Qh5 Nc6 Bc4 g6 Qf3 Bh6 Qxf7#,C20,King's Pawn Game: Wayward Queen Attack,3,75529
33,vbc92z3L,True,30,resign,white,5+10,isidorotegi,2076,david453,1712,d4 d5 c4 Nf6 Nf3 Nc6 e3 e6 Nc3 Bd7 Be2 dxc4 Bxc4 Bb4 O-O Bxc3 bxc3 Na5 Be2 Bc6 Ba3 Ne4 Qc2 Nf6 Nd2 Qd5 Bf3 Qd6 Bxd6 Bxf3,D06,Queen's Gambit Refused: Marshall Defense,4,130355
34,cnnPYrIv,False,123,mate,white,20+5,mehmetali_t,1528,celiktekne,1442,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Nf6 Nc3 d5 exd5 Nxd5 Nxc6 bxc6 Nxd5 cxd5 Bb5+ Bd7 Bxd7+ Qxd7 O-O Bc5 Re1+ Be7 Bg5 f6 Qh5+ g6 Qf3 fxg5 Qf6 Rf8 Qxg5 O-O-O Qxe7 Qxe7 Rxe7 h5 Rg7 Rg8 Rxg8 Rxg8 Rd1 Rd8 b3 Re8 f3 Rd8 c4 d4 Kf2 Kb7 Ke2 c5 g4 h4 f4 Kb6 f5 gxf5 gxf5 Rf8 Rf1 Ka5 Rf2 Kb4 Kd3 Ka3 Ke4 Kb4 f6 h3 f7 Kc3 Ke5 d3 Rf3 Kb2 Rxd3 Rxf7 Rxh3 Kxa2 Rd3 Rh7 Rd2+ Kxb3 Kd5 a5 Kxc5 a4 Rd3+ Kc2 Ra3 Rxh2 Rxa4 Rh5+ Kd4 Kb3 Ra1 Rh8 Rc1 Rc8 c5 Kb4 c6 Kb5 Kd5 Kb6 Kd6 Rxc6+ Rxc6+ Kb7 Kd7 Kb8 Rc7 Ka8 Kc6 Kb8 Kb6 Ka8 Rh7 Kb8 Rh8#,C45,Scotch Game: Schmidt Variation,8,10000000
35,TAJtb4qg,True,46,resign,black,10+4,pikur,1834,tori92,1994,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Bc5 O-O d6 Bxc6+ bxc6 d4 exd4 Nxd4 Ne7 Bg5 Bb7 Nc3 O-O Nf5 f6 Be3 Bxe3 fxe3 Ng6 Qg4 Rfe8 h4 Qd7 Rad1 Ne5 Qg3 Kh8 h5 Qf7 h6 gxh6 Nxh6 Qg6 Qh4 Re6 Rf5 Kg7 Rh5 Nf3+,C70,Ruy Lopez: Morphy Defense |  Classical Defense Deferred,8,548407
36,ss7aEbZy,True,35,resign,white,7+8,voodooo,1296,chunkymonkey,1241,Nf3 e6 Nc3 Qe7 h3 e5 e4 Qd6 a3 Be7 Nb5 Qb6 Nxe5 Bh4 Qf3 f6 Bc4 Nh6 Qh5+ Kf8 Qxh4 Qc5 d4 Qe7 Bxh6 fxe5 Bg5 Qf7 Bxf7 Kxf7 dxe5 d6 Qf4+ Ke8 Nxc7+,A04,Zukertort Opening: Queen's Gambit Invitation,2,589970
37,7dpio6EA,False,99,mate,white,10+10,lcover,1395,agentbouncyball,1367,e4 e5 Nf3 Nc6 d4 d6 d5 Nce7 Bb5+ Bd7 Bxd7+ Qxd7 Nc3 O-O-O O-O Kb8 Ng5 Nh6 Qf3 f6 Ne6 Rc8 Bxh6 gxh6 Qxf6 Ng6 Nxf8 Rcxf8 Qe6 Qxe6 dxe6 a6 b4 Re8 a4 Rxe6 b5 axb5 axb5 b6 Nd5 Nf4 g3 Nxd5 exd5 Ree8 Ra2 Kb7 Rfa1 Ra8 Rxa8 Rxa8 Rxa8 Kxa8 f4 exf4 gxf4 Kb8 Kf2 Kc8 Ke3 Kd8 Kd4 Ke7 Ke4 Kf6 f5 Kg5 h4+ Kf6 Kf4 Kf7 Kg4 Kf6 Kh5 Kxf5 Kxh6 Kg4 h5 Kf5 Kxh7 Ke5 Kg7 Kxd5 h6 Kc5 h7 Kxb5 h8=Q Kc6 Qe8+ Kb7 Qe4+ Ka6 c4 d5 Qxd5 c5 Qa8#,C44,Scotch Game,5,10000000
38,JI6g3u6f,True,102,resign,black,10+0,stitch_13,1212,talisman159,1946,d3 e5 c3 d5 Bd2 Bd6 b3 Be6 a3 f6 Nf3 Ne7 Bc1 Qd7 Nbd2 c6 d4 e4 Nxe4 dxe4 Nd2 f5 Nc4 Bxc4 bxc4 Bc7 Be3 Qe6 Qa4 b6 d5 Qd7 Bg5 c5 Qxd7+ Nxd7 Bxe7 Kxe7 Rd1 Be5 d6+ Ke6 e3 Bxc3+ Ke2 Rhd8 g3 Ne5 Bh3 g6 Rc1 Bb2 Rb1 Bxa3 Rhd1 Rxd6 Rxd6+ Kxd6 Ra1 Bb4 Ra4 a5 Ra2 Rd8 Ra1 Nxc4 Rd1+ Kc7 Rc1 Rd2+ Kf1 Ne5 Kg2 Nd3 Rc4 Nxf2 g4 Nxg4+ Kg3 Nxe3 Rc1 Nd5 Bf1 a4 Ba6 a3 Bc4 Kd6 Bxd5 Kxd5 Ra1 a2 Rxa2 Rxa2 Kf4 Rxh2 Kg5 Bd2+ Kf6 b5 Kg7 b4,A00,Mieses Opening: Reversed Rat,2,478792
39,FXGSmH7e,True,67,resign,white,15+5,dogmang,1650,marronnes,1695,Nc3 e5 e4 Nf6 Bc4 Nc6 d3 Bb4 Nf3 O-O O-O d6 Nd5 Be6 Bd2 a5 c3 Bc5 Bg5 Bxd5 exd5 Na7 d4 exd4 cxd4 Bb6 Re1 h6 Bf4 Nh5 Bd2 Qd7 Bd3 Rae8 Qb3 Qg4 h3 Qd7 Qc4 Nc8 Rxe8 Rxe8 Bc2 Qd8 Ba4 Re7 Rc1 Nf6 Qb3 Ne4 Be3 Kh8 Nh4 c5 dxc6 Re6 cxb7 Na7 d5 Nc5 Bxc5 dxc5 dxe6 f5 e7 Qb8 Qf7,C28,Bishop's Opening: Vienna Hybrid,7,1816424
40,OWcyS6vt,True,28,resign,black,10+5,rubikstein,1581,odisei62,1514,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 e5 Nb3 Nf6 Nc3 Bb4 Bd2 O-O Qf3 Nd4 Nxd4 exd4 Nd5 Bxd2+ Kxd2 Nxd5 exd5 d6 Re1 Qa5+ Kc1 Qxe1+,B33,Sicilian Defense: Lasker-Pelikan Variation |  Schlechter Variation,11,230311
